spectrogram_path,label,xmin,ymin,xmax,ymax
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB05_190713-200000_second_3030_to_3090.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB05_190713-200000_second_3060_to_3120.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB05_190713-200000_second_3090_to_3150.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB05_190713-200000_second_3120_to_3180.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB05_190713-200000_second_3150_to_3210.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB05_190713-200000_second_3180_to_3240.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB05_190713-200000_second_3210_to_3270.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB05_190713-200000_second_3240_to_3300.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB05_190713-200000_second_3300_to_3360.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB05_190713-200000_second_3330_to_3390.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB05_190713-200000_second_3360_to_3420.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB05_190713-200000_second_3390_to_3450.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB05_190713-200000_second_3420_to_3480.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB05_190713-200000_second_3450_to_3510.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB05_190713-200000_second_3510_to_3570.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB05_190713-200000_second_3540_to_3600.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_30_to_90.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_60_to_120.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_90_to_150.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_120_to_180.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_150_to_210.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_210_to_270.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_240_to_300.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_270_to_330.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_300_to_360.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_330_to_390.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_360_to_420.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_390_to_450.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_420_to_480.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_450_to_510.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_480_to_540.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_510_to_570.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_540_to_600.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_570_to_630.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_600_to_660.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_630_to_690.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_660_to_720.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_690_to_750.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_720_to_780.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_750_to_810.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_780_to_840.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_810_to_870.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_840_to_900.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_870_to_930.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_900_to_960.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_930_to_990.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_960_to_1020.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_990_to_1050.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1020_to_1080.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1050_to_1110.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1110_to_1170.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1140_to_1200.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1170_to_1230.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1290_to_1350.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1320_to_1380.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1350_to_1410.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1410_to_1470.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1440_to_1500.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1470_to_1530.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1500_to_1560.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1530_to_1590.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1560_to_1620.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1590_to_1650.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1620_to_1680.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1650_to_1710.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1710_to_1770.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1740_to_1800.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1800_to_1860.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1890_to_1950.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1920_to_1980.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1950_to_2010.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_1980_to_2040.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2010_to_2070.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2040_to_2100.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2070_to_2130.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2100_to_2160.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2130_to_2190.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2160_to_2220.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2190_to_2250.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2220_to_2280.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2250_to_2310.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2280_to_2340.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2310_to_2370.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2340_to_2400.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2370_to_2430.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2400_to_2460.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2430_to_2490.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2460_to_2520.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2490_to_2550.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2550_to_2610.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2580_to_2640.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2610_to_2670.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2640_to_2700.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2670_to_2730.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2700_to_2760.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2730_to_2790.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2760_to_2820.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2790_to_2850.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2820_to_2880.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2850_to_2910.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2880_to_2940.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2910_to_2970.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2940_to_3000.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_2970_to_3030.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3000_to_3060.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3030_to_3090.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3060_to_3120.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3090_to_3150.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3120_to_3180.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3150_to_3210.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3180_to_3240.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3210_to_3270.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3240_to_3300.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3270_to_3330.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3300_to_3360.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3330_to_3390.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3360_to_3420.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3390_to_3450.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3420_to_3480.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3450_to_3510.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3480_to_3540.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3510_to_3570.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB07_190714-000000_second_3540_to_3600.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_171959_171_second_0_to_60.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_171959_171_second_450_to_510.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_171959_171_second_540_to_600.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_171959_171_second_570_to_630.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_171959_171_second_600_to_660.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_171959_171_second_630_to_690.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_171959_171_second_1050_to_1110.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_171959_171_second_1590_to_1650.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_171959_171_second_2130_to_2190.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_171959_171_second_2250_to_2310.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_171959_171_second_2280_to_2340.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_171959_171_second_2310_to_2370.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_171959_171_second_2340_to_2400.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_171959_171_second_2370_to_2430.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_171959_171_second_2400_to_2460.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_510_to_570.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_1260_to_1320.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_1590_to_1650.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_2970_to_3030.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_3000_to_3060.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_3270_to_3330.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_3480_to_3540.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_3540_to_3600.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_3570_to_3630.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_0_to_60.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_150_to_210.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_270_to_330.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_300_to_360.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_420_to_480.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_450_to_510.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_570_to_630.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_600_to_660.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_1080_to_1140.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_1110_to_1170.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_1140_to_1200.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_2280_to_2340.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_2310_to_2370.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_2340_to_2400.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_2790_to_2850.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_2820_to_2880.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_2940_to_3000.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_2970_to_3030.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_3270_to_3330.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_190000_003_second_3450_to_3510.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_0_to_60.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_30_to_90.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_60_to_120.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_90_to_150.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_150_to_210.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_180_to_240.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_210_to_270.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_240_to_300.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_270_to_330.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_330_to_390.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_360_to_420.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_390_to_450.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_420_to_480.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_450_to_510.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_480_to_540.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_510_to_570.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_540_to_600.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_570_to_630.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_630_to_690.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_660_to_720.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_690_to_750.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_720_to_780.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_750_to_810.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_780_to_840.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_810_to_870.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_840_to_900.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_870_to_930.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_900_to_960.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_930_to_990.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_960_to_1020.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_990_to_1050.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_1050_to_1110.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_1080_to_1140.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_1110_to_1170.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_1140_to_1200.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_1170_to_1230.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_1200_to_1260.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_1230_to_1290.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150116-201916_second_1260_to_1320.png,,,,,
